encoder,family,granularity,notebook,augmentation,target,seed,fold,split,rmse,mae,r2,band_f1_macro,band_qwk,band_confusion_matrix,screening_f1,screening_auc,screening_confusion_matrix,selected_model,selected_params,encoder_model,search,config_json,logged_at,notes
E5_E5BASE_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.296217,3.607274,0.388677,0.243924,0.489051,"[[0, 8, 1, 0], [0, 3, 9, 0], [0, 3, 11, 0], [0, 0, 11, 2]]",0.779661,0.777778,"[[12, 9], [4, 23]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.8692}",intfloat/multilingual-e5-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:44:02,
E5_E5BASE_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.887689,4.108829,0.056217,0.173208,0.06422,"[[0, 10, 2, 0], [0, 12, 5, 0], [0, 10, 3, 0], [0, 4, 2, 0]]",0.16,0.558984,"[[25, 4], [17, 2]]",finetuned,"{""stopped_epoch"": 1, ""best_val_rmse_scaled"": 1.0036}",intfloat/multilingual-e5-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:45:01,
E5_BETO_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.505386,3.796255,0.327702,0.246955,0.411404,"[[0, 8, 1, 0], [0, 5, 7, 0], [0, 3, 11, 0], [0, 2, 10, 1]]",0.740741,0.791887,"[[14, 7], [7, 20]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.9324}",dccuchile/bert-base-spanish-wwm-cased,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:45:53,
E5_BETO_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.598819,3.809218,0.164478,0.219286,0.248908,"[[0, 11, 1, 0], [0, 10, 7, 0], [0, 6, 7, 0], [0, 3, 3, 0]]",0.344828,0.682396,"[[24, 5], [14, 5]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 1.015}",dccuchile/bert-base-spanish-wwm-cased,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:46:43,
E5_BERTIN_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.836728,4.128404,0.225179,0.219973,0.376106,"[[0, 6, 3, 0], [0, 3, 8, 1], [0, 5, 7, 2], [0, 0, 10, 3]]",0.701754,0.708995,"[[11, 10], [7, 20]]",finetuned,"{""stopped_epoch"": 6, ""best_val_rmse_scaled"": 0.8526}",bertin-project/bertin-roberta-base-spanish,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:48:01,
E5_BERTIN_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.556639,3.484968,0.179735,0.223557,0.183792,"[[1, 10, 1, 0], [1, 11, 5, 0], [0, 9, 4, 0], [0, 4, 2, 0]]",0.428571,0.705989,"[[26, 3], [13, 6]]",finetuned,"{""stopped_epoch"": 5, ""best_val_rmse_scaled"": 1.0211}",bertin-project/bertin-roberta-base-spanish,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:49:11,
E5_MDEBERTA_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.586162,3.733503,0.303379,0.308473,0.406897,"[[0, 7, 1, 1], [0, 5, 7, 0], [0, 3, 11, 0], [0, 1, 9, 3]]",0.75,0.777778,"[[13, 8], [6, 21]]",finetuned,"{""stopped_epoch"": 3, ""best_val_rmse_scaled"": 0.8936}",microsoft/mdeberta-v3-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T07:55:36,
E5_MDEBERTA_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.552113,3.511705,0.181364,0.264881,0.219788,"[[2, 9, 1, 0], [0, 10, 7, 0], [0, 8, 5, 0], [0, 4, 2, 0]]",0.387097,0.696915,"[[23, 6], [13, 6]]",finetuned,"{""stopped_epoch"": 6, ""best_val_rmse_scaled"": 0.9531}",microsoft/mdeberta-v3-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T08:04:57,
E5_XLMR_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.506286,3.683477,0.327433,0.424305,0.485356,"[[3, 5, 0, 1], [0, 4, 8, 0], [0, 3, 11, 0], [0, 2, 8, 3]]",0.758621,0.731922,"[[12, 9], [5, 22]]",finetuned,"{""stopped_epoch"": 3, ""best_val_rmse_scaled"": 0.873}",xlm-roberta-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T08:06:18,
E5_XLMR_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.474867,3.6563,0.208911,0.208672,0.29553,"[[0, 10, 2, 0], [0, 8, 8, 1], [0, 5, 8, 0], [0, 1, 5, 0]]",0.65,0.722323,"[[21, 8], [6, 13]]",finetuned,"{""stopped_epoch"": 6, ""best_val_rmse_scaled"": 0.9339}",xlm-roberta-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T08:08:08,
E5_E5LARGE_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.334331,3.432856,0.377783,0.350234,0.534103,"[[3, 5, 1, 0], [0, 7, 5, 0], [0, 6, 6, 2], [0, 1, 11, 1]]",0.754717,0.809524,"[[15, 6], [7, 20]]",finetuned,"{""stopped_epoch"": 4, ""best_val_rmse_scaled"": 0.9002}",intfloat/multilingual-e5-large,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T08:21:10,
E5_E5LARGE_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.304441,3.575502,0.268021,0.229605,0.413442,"[[0, 11, 1, 0], [0, 7, 10, 0], [0, 2, 11, 0], [0, 1, 5, 0]]",0.681818,0.809437,"[[19, 10], [4, 15]]",finetuned,"{""stopped_epoch"": 3, ""best_val_rmse_scaled"": 0.9047}",intfloat/multilingual-e5-large,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-10T08:34:12,
E8_BETO_MLM_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.501439,3.795674,0.328879,0.269048,0.4689,"[[0, 8, 1, 0], [0, 5, 7, 0], [0, 4, 10, 0], [0, 1, 10, 2]]",0.727273,0.746032,"[[13, 8], [7, 20]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.892}",models/mlm_beto/ep010,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-17T19:14:36,
E8_BETO_MLM_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.63495,3.841162,0.151298,0.228741,0.369272,"[[0, 10, 2, 0], [0, 7, 10, 0], [0, 2, 11, 0], [0, 1, 5, 0]]",0.651163,0.725953,"[[19, 10], [5, 14]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.9126}",models/mlm_beto/ep010,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-17T19:15:25,
E8_ROBERTAES_MENTAL_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.32338,3.572567,0.380923,0.410781,0.579186,"[[1, 7, 1, 0], [0, 7, 5, 0], [0, 2, 12, 0], [0, 1, 9, 3]]",0.821429,0.813051,"[[15, 6], [4, 23]]",finetuned,"{""stopped_epoch"": 4, ""best_val_rmse_scaled"": 0.8798}",ELiRF/RoBERTa-es-mental-large,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-17T19:24:31,
E8_ROBERTAES_MENTAL_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.263431,3.46146,0.281902,0.259136,0.373766,"[[0, 11, 1, 0], [0, 10, 7, 0], [0, 3, 10, 0], [0, 2, 4, 0]]",0.631579,0.77314,"[[22, 7], [7, 12]]",finetuned,"{""stopped_epoch"": 7, ""best_val_rmse_scaled"": 0.9274}",ELiRF/RoBERTa-es-mental-large,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-17T19:34:21,
E5_E5SMALL_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,5.395599,4.354586,0.035777,0.112903,0.0,"[[0, 0, 9, 0], [0, 0, 12, 0], [0, 0, 14, 0], [0, 0, 13, 0]]",0.707692,0.544974,"[[6, 15], [4, 23]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.9625}",intfloat/multilingual-e5-small,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-19T20:54:56,
E5_E5SMALL_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.919967,4.093071,0.043711,0.186869,0.198953,"[[0, 7, 5, 0], [0, 5, 12, 0], [0, 3, 10, 0], [0, 1, 5, 0]]",0.583333,0.622505,"[[14, 15], [5, 14]]",finetuned,"{""stopped_epoch"": 6, ""best_val_rmse_scaled"": 0.9809}",intfloat/multilingual-e5-small,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-19T20:55:43,
E5_E5BASE_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.301493,3.57809,0.387175,0.296581,0.479484,"[[1, 7, 1, 0], [0, 3, 9, 0], [0, 3, 11, 0], [0, 1, 10, 2]]",0.779661,0.781305,"[[12, 9], [4, 23]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.8643}",intfloat/multilingual-e5-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-19T20:56:52,
E5_E5BASE_FT,fine-tuning,question,04,augmented,GAD7,42,test,confirmatory,4.887479,4.105179,0.056298,0.173208,0.06422,"[[0, 10, 2, 0], [0, 12, 5, 0], [0, 10, 3, 0], [0, 4, 2, 0]]",0.166667,0.553539,"[[26, 3], [17, 2]]",finetuned,"{""stopped_epoch"": 1, ""best_val_rmse_scaled"": 1.0046}",intfloat/multilingual-e5-base,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-19T20:57:48,
E5_BETO_FT,fine-tuning,question,04,augmented,PHQ9,42,test,confirmatory,4.504377,3.796558,0.328003,0.246955,0.411404,"[[0, 8, 1, 0], [0, 5, 7, 0], [0, 3, 11, 0], [0, 2, 10, 1]]",0.740741,0.790123,"[[14, 7], [7, 20]]",finetuned,"{""stopped_epoch"": 2, ""best_val_rmse_scaled"": 0.9323}",dccuchile/bert-base-spanish-wwm-cased,finetuned,"{""augmentation"": ""augmented"", ""batch_size"": 16, ""eval_batch_size"": 32, ""grad_accum_steps"": 1, ""llrd_decay"": 0.9, ""lr_encoder_top"": 3e-05, ""lr_head"": 0.0001, ""max_epochs"": 20, ""max_grad_norm"": 1.0, ""max_tokens"": 512, ""patience"": 4, ""seeds"": [42], ""use_bf16"": true, ""val_fraction"": 0.2, ""warmup_ratio"": 0.1, ""weight_decay"": 0.01}",2026-09-19T20:58:38,
